Date,Transaction Description,Debit,Credit,Balance,Category 1,Category 2,Category 3,DR/CR
2022-07-08,Beachside Caravan Park ,25,0,3381,Expense,Leisure & Lifestyle,Holidays & Travel,DR
2022-07-08, NRMA Insurance ,247,0,3134,Expense,Household,Rates & Insurance,DR
2022-07-09,Mathnasium ,57,0,3077,Expense,Personal,Education,DR
2022-07-10,Swim Australia ,110,0,2967,Expense,Personal,Fitness & Wellbeing,DR
2022-07-10,AGL Energy ,274,0,2693,Expense,Household,Utilities,DR
2022-07-11,National Hearing Care ,166,0,2527,Expense,Personal,Health & Medical,DR
2022-07-12,G8 Education ,29,0,2498,Expense,Personal,Children & Family,DR
2022-07-12,Salary Deposit from Woolworths Group ,229,0,2269,Income,Income,Wages,DR
2022-07-13,Grill'd ,211,0,2058,Expense,Leisure & Lifestyle,Takeaway,DR
2022-07-13, Jim’s Building Inspections ,139,0,1919,Expense,Household,Maintenance & Improvements,DR
2022-07-13,Rip Curl ,22,0,1897,Expense,Personal,Clothing & Accessories,DR
2022-07-13,Green Slip Insurance ,179,0,1718,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2022-07-14,Cookie ,19,0,1699,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2022-07-17,Service NSW ,97,0,1602,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2022-07-17,Guardian Childcare & Education ,82,0,1520,Expense,Personal,Children & Family,DR
2022-07-18,Amazon Prime ,136,0,1384,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2022-07-18,Liquorland ,68,0,1316,Expense,Leisure & Lifestyle,Alcohol,DR
2022-07-18,VetLove ,125,0,1191,Expense,Household,Pets,DR
2022-07-19,The Baxter Inn ,68,0,1123,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2022-07-20,Physiotherapy Clinic ,33,0,1090,Expense,Personal,Health & Medical,DR
2022-07-20,Surf Dive 'n Ski ,92,0,998,Expense,Personal,Clothing & Accessories,DR
2022-07-20,Fitness First ,16,0,982,Expense,Personal,Fitness & Wellbeing,DR
2022-07-21, Brisbane City Council ,7,0,975,Expense,Household,Rates & Insurance,DR
2022-07-22,Microsoft 365 ,96,0,879,Expense,Personal,Education,DR
2022-07-24,Local Hospital ,70,0,809,Expense,Personal,Health & Medical,DR
2022-07-24, Slater and Gordon Lawyers ,15,0,794,Expense,Personal,Life Admin,DR
2022-07-25, NSW Land Registry Services ,35,0,759,Expense,Personal,Life Admin,DR
2022-07-27,VicRoads ,46,0,713,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2022-07-27,Beachfront Markets ,19,0,694,Expense,Personal,Clothing & Accessories,DR
2022-07-28,Karate for Kids ,26,0,668,Expense,Personal,Fitness & Wellbeing,DR
2022-08-01,Monthly Income,0,6542,7210,Income,Income,Wages,CR
2022-08-02,Ultra Tune ,465,0,6745,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2022-08-02,Stand Up Paddleboard Rental ,301,0,6444,Expense,Personal,Fitness & Wellbeing,DR
2022-08-02, Rentokil ,99,0,6345,Expense,Household,Maintenance & Improvements,DR
2022-08-02,Pathology Lab ,101,0,6244,Expense,Personal,Health & Medical,DR
2022-08-04,Pathology Lab ,377,0,5867,Expense,Personal,Health & Medical,DR
2022-08-04,Grill'd ,406,0,5461,Expense,Leisure & Lifestyle,Takeaway,DR
2022-08-04,Boost Juice Bars ,378,0,5083,Expense,Leisure & Lifestyle,Takeaway,DR
2022-08-05,Caltex ,276,0,4807,Expense,Transport,Fuel,DR
2022-08-07,Shell V Power,9,0,4798,Expense,Transport,Fuel,DR
2022-08-08,Kayo Sports ,22,0,4776,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2022-08-08,Coles Express ,38,0,4738,Expense,Transport,Fuel,DR
2022-08-08,The Victory Hotel ,143,0,4595,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2022-08-08, Jim's Mowing ,30,0,4565,Expense,Household,Maintenance & Improvements,DR
2022-08-10,The Rocks Bar and Pub ,211,0,4354,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2022-08-10,Eat Street Northshore ,43,0,4311,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2022-08-11,The Victory Hotel ,53,0,4258,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2022-08-11,Beachside Yoga Classes ,221,0,4037,Expense,Personal,Fitness & Wellbeing,DR
2022-08-12,The Athlete's Foot ,194,0,3843,Expense,Personal,Clothing & Accessories,DR
2022-08-12,Vodafone Prepaid ,311,0,3532,Expense,Personal,Mobile Phone,DR
2022-08-12,Zarraffa's Coffee ,70,0,3462,Expense,Leisure & Lifestyle,Restaurants & Cafes,DR
2022-08-13,The Rocks Bar and Pub ,204,0,3258,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2022-08-13,Woolworths ,75,0,3183,Expense,Household,Groceries,DR
2022-08-14,Sunnybank Hotel ,213,0,2970,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2022-08-14,Guardian Childcare & Education ,130,0,2840,Expense,Personal,Children & Family,DR
2022-08-15,Sea Life Aquarium ,140,0,2700,Expense,Leisure & Lifestyle,Entertainment,DR
2022-08-15,David Jones ,136,0,2564,Expense,Personal,Clothing & Accessories,DR
2022-08-15,Apple Store ,41,0,2523,Expense,Leisure & Lifestyle,Electronics,DR
2022-08-15,Guzman y Gomez ,200,0,2323,Expense,Leisure & Lifestyle,Takeaway,DR
2022-08-15,BP ,111,0,2212,Expense,Transport,Fuel,DR
2022-08-15, BSA Ltd ,167,0,2045,Expense,Household,Maintenance & Improvements,DR
2022-08-18,Jetts Fitness ,15,0,2030,Expense,Personal,Fitness & Wellbeing,DR
2022-08-19,BP ,87,0,1943,Expense,Transport,Fuel,DR
2022-08-22,King Swim ,176,0,1767,Expense,Personal,Fitness & Wellbeing,DR
2022-08-22,Toys 'R' Us ,82,0,1685,Expense,Personal,CHildren & Family,DR
2022-08-22, National Bank ,54,0,1631,Expense,Personal,Fees & Charges,DR
2022-08-22, BSA Ltd ,161,0,1470,Expense,Household,Maintenance & Improvements,DR
2022-08-23,Little Athletics ,111,0,1359,Expense,Personal,Fitness & Wellbeing,DR
2022-08-23,Scouts Australia ,47,0,1312,Expense,Leisure & Lifestyle,Hobbies,DR
2022-08-24,Rooftop Bar ,98,0,1214,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2022-08-24,Palace Cinemas ,99,0,1115,Expense,Leisure & Lifestyle,Entertainment,DR
2022-08-25,Guzman y Gomez ,26,0,1089,Expense,Leisure & Lifestyle,Takeaway,DR
2022-08-26,Menulog ,74,0,1015,Expense,Leisure & Lifestyle,Takeaway,DR
2022-08-27, Slater and Gordon Lawyers ,88,0,927,Expense,Personal,Life Admin,DR
2022-08-28,Sydney Water ,14,0,913,Expense,Household,Utilities,DR
2022-08-28,Green Slip Insurance ,40,0,873,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2022-08-28,BrewDog ,5,0,868,Expense,Leisure & Lifestyle,Alcohol,DR
2022-09-01,Monthly Income,0,6542,7410,Income,Income,Wages,CR
2022-09-02,Medicare Claim ,704,0,6706,Expense,Personal,Health & Medical,DR
2022-09-02,Local Hospital ,528,0,6178,Expense,Personal,Health & Medical,DR
2022-09-03,Dan Murphy’s ,218,0,5960,Expense,Leisure & Lifestyle,Alcohol,DR
2022-09-03,South East Water ,418,0,5542,Expense,Household,Utilities,DR
2022-09-04,Rip Curl ,43,0,5499,Expense,Personal,Clothing & Accessories,DR
2022-09-05,PayPal Transfer from Sale ,223,0,5276,Income,Income,Other Income,DR
2022-09-09,Pizza Hut ,168,0,5108,Expense,Leisure & Lifestyle,Takeaway,DR
2022-09-10,Menulog ,376,0,4732,Expense,Leisure & Lifestyle,Takeaway,DR
2022-09-11,Ladbrokes ,64,0,4668,Expense,Leisure & Lifestyle,Lottery & Gambling,DR
2022-09-13,VicRoads ,218,0,4450,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2022-09-14,Telstra ,182,0,4268,Expense,Personal,Mobile Phone,DR
2022-09-15,CommSec Share Trading Gains ,122,0,4146,Income,Income,Investments,DR
2022-09-16, EnergyAustralia ,390,0,3756,Expense,Household,Utilities,DR
2022-09-16,EnergyAustralia ,13,0,3743,Expense,Household,Utilities,DR
2022-09-18,EnergyAustralia ,274,0,3469,Expense,Household,Utilities,DR
2022-09-20,Binge ,342,0,3127,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2022-09-20,David Jones ,304,0,2823,Expense,Personal,Clothing & Accessories,DR
2022-09-22,Chinatown Night Market ,7,0,2816,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2022-09-23,Autobarn ,185,0,2631,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2022-09-23,Event Cinemas ,125,0,2506,Expense,Leisure & Lifestyle,Entertainment,DR
2022-09-24,AMF Bowling ,225,0,2281,Expense,Leisure & Lifestyle,Entertainment,DR
2022-09-24,YMCA ,161,0,2120,Expense,Personal,Fitness & Wellbeing,DR
2022-09-24,The Good Guys ,202,0,1918,Expense,Household,"Furniture, Electronics & Homewares",DR
2022-09-24,Hungry Jack’s ,78,0,1840,Expense,Leisure & Lifestyle,Takeaway,DR
2022-09-24,BP ,177,0,1663,Expense,Transport,Fuel,DR
2022-09-25,Beachfront Markets ,38,0,1625,Expense,Personal,Clothing & Accessories,DR
2022-09-26,Local Fish and Chips ,100,0,1525,Expense,Leisure & Lifestyle,Takeaway,DR
2022-09-27, National Bank ,76,0,1449,Expense,Personal,Fees & Charges,DR
2022-09-28,The Sydney Morning Herald ,49,0,1400,Expense,Personal,Education,DR
2022-10-01,Monthly Income,0,6542,7942,Income,Income,Wages,CR
2022-10-02,Decathlon ,159,0,7783,Expense,Personal,Fitness & Wellbeing,DR
2022-10-02,City Beach ,42,0,7741,Expense,Personal,Clothing & Accessories,DR
2022-10-03,BP ,26,0,7715,Expense,Transport,Fuel,DR
2022-10-03,Stand Up Paddleboard Rental ,757,0,6958,Expense,Personal,Fitness & Wellbeing,DR
2022-10-05, Fantastic Furniture ,129,0,6829,Expense,Household,"Furniture, Electronics & Homewares",DR
2022-10-05,Spotlight ,68,0,6761,Expense,Leisure & Lifestyle,Hobbies,DR
2022-10-06,Surf Dive 'n Ski ,319,0,6442,Expense,Personal,Clothing & Accessories,DR
2022-10-06,Beachside Caravan Park ,623,0,5819,Expense,Leisure & Lifestyle,Holidays & Travel,DR
2022-10-07,Chiropractor ,541,0,5278,Expense,Personal,Health & Medical,DR
2022-10-08,F45 Training ,505,0,4773,Expense,Personal,Fitness & Wellbeing,DR
2022-10-09,The Good Guys ,215,0,4558,Expense,Household,"Furniture, Electronics & Homewares",DR
2022-10-10,Vodafone Prepaid ,216,0,4342,Expense,Personal,Mobile Phone,DR
2022-10-11,VetLove ,268,0,4074,Expense,Household,Pets,DR
2022-10-12,Physiotherapy Clinic ,250,0,3824,Expense,Personal,Health & Medical,DR
2022-10-12,VetLove ,67,0,3757,Expense,Household,Pets,DR
2022-10-13,AGL Energy ,364,0,3393,Expense,Household,Utilities,DR
2022-10-13,Rip Curl ,146,0,3247,Expense,Personal,Clothing & Accessories,DR
2022-10-15,Kayo Sports ,208,0,3039,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2022-10-15,Guardian Childcare & Education ,98,0,2941,Expense,Personal,Children & Family,DR
2022-10-15,SEQTA ,28,0,2913,Expense,Personal,Education,DR
2022-10-16,Mathnasium ,50,0,2863,Expense,Personal,Education,DR
2022-10-20,Stand Up Paddleboard Rental ,124,0,2739,Expense,Personal,Fitness & Wellbeing,DR
2022-10-20,F45 Training ,258,0,2481,Expense,Personal,Fitness & Wellbeing,DR
2022-10-20,Rip Curl ,231,0,2250,Expense,Personal,Clothing & Accessories,DR
2022-10-21,Grill'd ,73,0,2177,Expense,Leisure & Lifestyle,Takeaway,DR
2022-10-21,BrewDog ,150,0,2027,Expense,Leisure & Lifestyle,Alcohol,DR
2022-10-22,Palace Cinemas ,78,0,1949,Expense,Leisure & Lifestyle,Entertainment,DR
2022-10-23,The Brisbane Hotel ,188,0,1761,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2022-10-23,The Baxter Inn ,171,0,1590,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2022-10-24,Café Nero ,34,0,1556,Expense,Leisure & Lifestyle,Restaurants & Cafes,DR
2022-10-24,Stan ,85,0,1471,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2022-10-24,Snap Fitness ,6,0,1465,Expense,Personal,Fitness & Wellbeing,DR
2022-10-26,Guardian Childcare & Education ,109,0,1356,Expense,Personal,Children & Family,DR
2022-10-27,Ice Cream Parlour ,21,0,1335,Expense,Leisure & Lifestyle,Takeaway,DR
2022-10-27,BP ,68,0,1267,Expense,Transport,Fuel,DR
2022-11-01,Monthly Income,0,6542,7809,Income,Income,Wages,CR
2022-11-02,Priceline Pharmacy ,295,0,7514,Expense,Personal,Health & Medical,DR
2022-11-02,Local Fish and Chips ,150,0,7364,Expense,Leisure & Lifestyle,Takeaway,DR
2022-11-04,Airbnb Host Income ,606,0,6758,Income,Income,Other Income,DR
2022-11-04,Chemist Warehouse ,313,0,6445,Expense,Personal,Health & Medical,DR
2022-11-04,Platypus Shoes ,235,0,6210,Expense,Personal,Clothing & Accessories,DR
2022-11-05,Grill'd ,287,0,5923,Expense,Leisure & Lifestyle,Takeaway,DR
2022-11-05,Beacon Lighting ,76,0,5847,Expense,Household,Maintenance & Improvements,DR
2022-11-05, EnergyAustralia ,330,0,5517,Expense,Household,Utilities,DR
2022-11-06,NRMA Roadside Assistance ,146,0,5371,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2022-11-06,The Brisbane Hotel ,312,0,5059,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2022-11-07,Woolworths ,432,0,4627,Expense,Household,Groceries,DR
2022-11-07,Toys 'R' Us ,303,0,4324,Expense,Personal,CHildren & Family,DR
2022-11-07,Green Slip Insurance ,177,0,4147,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2022-11-08,Harvey Norman ,187,0,3960,Expense,Household,"Furniture, Electronics & Homewares",DR
2022-11-08,Repco ,128,0,3832,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2022-11-08,Flight Centre ,68,0,3764,Expense,Leisure & Lifestyle,Holidays & Travel,DR
2022-11-10,Health Food Store ,155,0,3609,Expense,Personal,Fitness & Wellbeing,DR
2022-11-11,Guzman y Gomez ,229,0,3380,Expense,Leisure & Lifestyle,Takeaway,DR
2022-11-12,Kmart Tyre & Auto Service ,60,0,3320,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2022-11-12,Event Cinemas ,219,0,3101,Expense,Leisure & Lifestyle,Entertainment,DR
2022-11-16,Platypus Shoes ,189,0,2912,Expense,Personal,Clothing & Accessories,DR
2022-11-17,Guzman y Gomez ,144,0,2768,Expense,Leisure & Lifestyle,Takeaway,DR
2022-11-17,CommSec Share Trading Gains ,66,0,2702,Income,Income,Investments,DR
2022-11-17,Autobarn ,137,0,2565,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2022-11-17,Caltex Woolworths ,74,0,2491,Expense,Transport,Fuel,DR
2022-11-17,Apple Music ,133,0,2358,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2022-11-18,Binge ,205,0,2153,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2022-11-18,Target ,20,0,2133,Expense,Personal,Clothing & Accessories,DR
2022-11-18,Culture Kings ,161,0,1972,Expense,Personal,Clothing & Accessories,DR
2022-11-20,ABC Reading Eggs ,71,0,1901,Expense,Personal,Education,DR
2022-11-20,CommSec Share Trading Gains ,76,0,1825,Income,Income,Investments,DR
2022-11-21,Crown Perth ,17,0,1808,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2022-11-23,Rooftop Bar ,121,0,1687,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2022-11-23,Specsavers ,29,0,1658,Expense,Personal,Health & Medical,DR
2022-11-23,Toys 'R' Us ,150,0,1508,Expense,Personal,CHildren & Family,DR
2022-11-23,CommSec Share Trading Gains ,97,0,1411,Income,Income,Investments,DR
2022-11-23,Country Road ,27,0,1384,Expense,Personal,Clothing & Accessories,DR
2022-11-24,Childcare Payments ,37,0,1347,Expense,Personal,Children & Family,DR
2022-11-25,Beachfront Markets ,81,0,1266,Expense,Personal,Clothing & Accessories,DR
2022-11-26,Specsavers ,60,0,1206,Expense,Personal,Health & Medical,DR
2022-11-26,Kumon ,24,0,1182,Expense,Personal,Education,DR
2022-11-26,eBay Sales Proceeds ,99,0,1083,Income,Income,Other Income,DR
2022-11-26,Grill’d ,67,0,1016,Expense,Leisure & Lifestyle,Takeaway,DR
2022-11-26,Ladbrokes ,9,0,1007,Expense,Leisure & Lifestyle,Lottery & Gambling,DR
2022-11-27,Target ,97,0,910,Expense,Personal,Clothing & Accessories,DR
2022-12-01,Monthly Income,0,6542,7452,Income,Income,Wages,CR
2022-12-02,Sylvan Learning ,251,0,7201,Expense,Personal,Education,DR
2022-12-03,Coles Express ,492,0,6709,Expense,Transport,Fuel,DR
2022-12-04,Music Academy ,578,0,6131,Expense,Leisure & Lifestyle,Hobbies,DR
2022-12-06,Autobarn ,435,0,5696,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2022-12-06,Bunnings Warehouse ,455,0,5241,Expense,Household,Maintenance & Improvements,DR
2022-12-07, Jim's Mowing ,472,0,4769,Expense,Household,Maintenance & Improvements,DR
2022-12-08,Officeworks ,160,0,4609,Expense,Personal,Life Admin,DR
2022-12-10,ATO Tax Refund ,48,0,4561,Income,Income,Other Income,DR
2022-12-10,Service NSW ,327,0,4234,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2022-12-10,The Victory Hotel ,168,0,4066,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2022-12-11,Optometrist ,167,0,3899,Expense,Personal,Health & Medical,DR
2022-12-12,Snap Fitness ,119,0,3780,Expense,Personal,Fitness & Wellbeing,DR
2022-12-14,Grill'd ,345,0,3435,Expense,Leisure & Lifestyle,Takeaway,DR
2022-12-14,Lorna Jane ,73,0,3362,Expense,Personal,Clothing & Accessories,DR
2022-12-15, Brisbane City Council ,231,0,3131,Expense,Household,Rates & Insurance,DR
2022-12-17,Optometrist ,124,0,3007,Expense,Personal,Health & Medical,DR
2022-12-18,The Espy ,212,0,2795,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2022-12-19,Kmart Tyre & Auto Service ,35,0,2760,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2022-12-19,Salary Deposit from Woolworths Group ,203,0,2557,Income,Income,Wages,DR
2022-12-20,Ice Cream Parlour ,243,0,2314,Expense,Leisure & Lifestyle,Takeaway,DR
2022-12-20,Queensland Urban Utilities ,20,0,2294,Expense,Household,Utilities,DR
2022-12-21,Audible ,189,0,2105,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2022-12-21,Eat Street Northshore ,193,0,1912,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2022-12-21,Crown Perth ,67,0,1845,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2022-12-21,EB Games ,55,0,1790,Expense,Leisure & Lifestyle,"Apps, Games & Software",DR
2022-12-23,Audible ,178,0,1612,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2022-12-25,Village Cinemas ,74,0,1538,Expense,Leisure & Lifestyle,Entertainment,DR
2022-12-27,Aqua Fun Park ,36,0,1502,Expense,Leisure & Lifestyle,Holidays & Travel,DR
2023-01-01,Monthly Income,0,6542,8044,Income,Income,Wages,CR
2023-01-02,Payday Advance ,476,0,7568,Income,Income,Other Income,DR
2023-01-02,Café Nero ,503,0,7065,Expense,Leisure & Lifestyle,Restaurants & Cafes,DR
2023-01-02,Ultra Tune ,556,0,6509,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2023-01-03,T2 Tea ,155,0,6354,Expense,Personal,Fitness & Wellbeing,DR
2023-01-03, NRMA Insurance ,391,0,5963,Expense,Household,Rates & Insurance,DR
2023-01-03,Uber ,471,0,5492,Expense,Transport,Taxies & Share Cars,DR
2023-01-03,The Baxter Inn ,318,0,5174,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2023-01-03,Sylvan Learning ,411,0,4763,Expense,Personal,Education,DR
2023-01-04,OfficeMax ,79,0,4684,Expense,Personal,Life Admin,DR
2023-01-05, Jim's Mowing ,83,0,4601,Expense,Household,Maintenance & Improvements,DR
2023-01-05, NSW Land Registry Services ,154,0,4447,Expense,Personal,Life Admin,DR
2023-01-06,Palace Cinemas ,304,0,4143,Expense,Leisure & Lifestyle,Entertainment,DR
2023-01-07,Zarraffa's Coffee ,100,0,4043,Expense,Leisure & Lifestyle,Restaurants & Cafes,DR
2023-01-07,Service NSW ,280,0,3763,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2023-01-07,BWS ,310,0,3453,Expense,Leisure & Lifestyle,Alcohol,DR
2023-01-08,Grill’d ,68,0,3385,Expense,Leisure & Lifestyle,Takeaway,DR
2023-01-08,VicRoads ,320,0,3065,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2023-01-08,Beachfront Markets ,155,0,2910,Expense,Personal,Clothing & Accessories,DR
2023-01-09,Eat Street Northshore ,64,0,2846,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2023-01-09,Catholic Education Office ,98,0,2748,Expense,Personal,Education,DR
2023-01-09,Apple Store ,207,0,2541,Expense,Leisure & Lifestyle,Electronics,DR
2023-01-09,YMCA ,58,0,2483,Expense,Personal,Fitness & Wellbeing,DR
2023-01-10,Physiotherapy Clinic ,97,0,2386,Expense,Personal,Health & Medical,DR
2023-01-11,Green Slip Insurance ,94,0,2292,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2023-01-11,City Beach ,77,0,2215,Expense,Personal,Clothing & Accessories,DR
2023-01-12,Lorna Jane ,64,0,2151,Expense,Personal,Clothing & Accessories,DR
2023-01-12,Toys 'R' Us ,183,0,1968,Expense,Personal,CHildren & Family,DR
2023-01-13,The Body Shop ,188,0,1780,Expense,Personal,Hair & Beauty,DR
2023-01-14,Payday Advance ,168,0,1612,Income,Income,Other Income,DR
2023-01-14,Sylvan Learning ,107,0,1505,Expense,Personal,Education,DR
2023-01-14,Ballet Schools ,43,0,1462,Expense,Personal,Fitness & Wellbeing,DR
2023-01-16,Ballet Schools ,13,0,1449,Expense,Personal,Fitness & Wellbeing,DR
2023-01-16, Commonwealth Bank ,32,0,1417,Expense,Household,Rent & Mortgage,DR
2023-01-16, Ray White Real Estate ,18,0,1399,Expense,Personal,Life Admin,DR
2023-01-17,Country Road ,19,0,1380,Expense,Personal,Clothing & Accessories,DR
2023-01-17,Event Cinemas ,90,0,1290,Expense,Leisure & Lifestyle,Entertainment,DR
2023-01-18,BP ,98,0,1192,Expense,Transport,Fuel,DR
2023-01-19,Rooftop Bar ,69,0,1123,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2023-01-20,SEQTA ,78,0,1045,Expense,Personal,Education,DR
2023-01-20,King Swim ,25,0,1020,Expense,Personal,Fitness & Wellbeing,DR
2023-01-22,The Australian ,54,0,966,Expense,Personal,Education,DR
2023-01-22,The Espy ,46,0,920,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2023-01-23,Child Support Agency Deposit ,60,0,860,Income,Income,Other Income,DR
2023-01-23,Kmart Tyre & Auto Service ,18,0,842,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2023-01-23, National Bank ,57,0,785,Expense,Personal,Fees & Charges,DR
2023-01-23,Bridgestone Select ,9,0,776,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2023-01-24,Ice Cream Parlour ,41,0,735,Expense,Leisure & Lifestyle,Takeaway,DR
